timestamp,open,high,low,close,volume,returns_1h,returns_24h,sma_7,sma_25,sma_99,price_to_sma7,price_to_sma25,ema_12,ema_26,volatility_24h,bb_middle,bb_upper,bb_lower,bb_position,rsi,macd,macd_signal,macd_diff,volume_sma_24h,volume_ratio,hour,day_of_week,target
2026-01-12 07:00:00,91841.7,91951.4,91394.1,91407.4,2.19244523,-0.00472770509224596,0.007673795877690903,91851.2,91133.396,90792.30909090908,0.9951682721619315,1.0030066255843249,91533.35109382405,91245.13183419651,513.4898616049347,91233.405,92284.41397983048,90182.39602016952,0.5827752204496193,55.579002901609066,288.21925962754176,226.30871470813844,61.91054491940332,2.3712495841666668,0.9245948822255654,7,0,0
2026-01-12 08:00:00,91394.6,91621.4,90386.7,90770.1,7.36988762,-0.00697208322302123,-8.592399691986774e-05,91760.15714285713,91135.748,90791.8686868687,0.9892103809138453,0.9959878751420354,91415.92784209373,91209.92828757392,513.7386697506249,91225.06999999999,92288.55305229862,90161.58694770136,0.2860943815622606,48.717889430969564,205.99955451981805,222.24688266964694,-16.24732814982889,2.567500509583333,2.8704522520994638,8,0,0
2026-01-12 09:00:00,90744.3,90913.8,90656.4,90682.7,4.32955587,-0.0009628721352076264,-0.0005411553611854858,91539.71428571429,91131.94,90799.5090909091,0.9906377871899471,0.9950704440177615,91303.12355338942,91170.85789479355,515.5736748368975,91216.68999999999,92295.14309665478,90138.2369033452,0.2524278053183988,49.562476477229986,132.26565859587572,204.25063785195997,-71.98497925608424,2.7339206424999998,1.5836435786376344,9,0,0
2026-01-12 10:00:00,90682.7,90795.7,90379.6,90379.6,2.89860244,-0.003342423637584635,-0.0039004336876676815,91337.07142857143,91117.852,90797.65050505051,0.9895171652255108,0.9918978335880877,91161.04300105998,91112.22334655098,532.7376470456628,91176.92,92318.65355652943,90035.18644347056,0.15082921692183912,46.406625112878125,48.81965450900316,173.1644411793159,-124.34478667031274,2.830844194166666,1.0239357029867482,10,0,1
2026-01-12 11:00:00,90428.0,90854.5,90421.4,90620.3,14.37605075,0.0026632116096994007,-0.001014195428844844,91115.87142857144,91113.32399999998,90801.88686868688,0.9945610855627943,0.9945888923995356,91077.85176732639,91075.77142566226,536.2225289744447,91164.44,92325.59534370324,90003.28465629676,0.2656902657552312,48.39783692079322,2.0803416641283548,138.9476212727097,-136.86727960858136,3.409395909166667,4.216597641637292,11,0,1
2026-01-12 12:00:00,90646.6,90851.8,90639.8,90788.8,4.88109042,0.0018594067775101752,-0.001627503936800112,90927.21428571429,91116.384,90809.87474747475,0.9984777463292853,0.9964047739207912,91033.38226339374,91054.50717776909,539.3830700271586,91151.85500000001,92324.06971623054,89979.64028376948,0.34514142546875887,52.50562399571515,-21.12491437535209,106.93311414042617,-128.05802851577826,3.5439988474999997,1.3772832977762417,12,0,0
2026-01-12 13:00:00,90790.6,90822.3,90548.4,90624.5,2.60978383,-0.0018096945878787185,-0.002485407312909249,90753.34285714287,91103.892,90812.07070707071,0.9985802962944772,0.994737963554839,90970.47729827811,91022.64493638536,546.2873968229308,91133.86000000002,92327.74799509929,89939.97200490074,0.2866801567270712,45.89146934508922,-52.1676381072466,75.11296368876765,-127.28060179601425,3.635239389166667,0.7179125088095671,13,0,1
2026-01-12 14:00:00,90643.9,91105.0,90103.3,90863.1,8.80199624,0.0026328421122323586,-0.0034208938853851345,90675.58571428571,91104.40400000001,90818.67676767676,1.0020679688389897,0.997351346483755,90953.95771359064,91010.82340641411,548.4900409801301,91132.965,92327.6776820859,89938.2523179141,0.38705861917828543,45.781815697793554,-56.865692823470454,48.7172323849105,-105.58292520838096,3.9760625491666666,2.21374692454091,14,0,1
2026-01-12 15:00:00,90924.6,91647.6,90746.8,91647.6,11.60672013,0.008633867873757417,0.008558389521722942,90800.94285714287,91123.30799999999,90835.37777777779,1.009324321050159,1.0057536541583851,91060.67191334181,91058.00455785629,557.1197175744044,91179.35,92378.56487385885,89980.13512614116,0.6952319013911414,52.400847593155405,2.667355485522421,39.50725700463945,-36.83990151911703,4.419486810833333,2.62625970543658,15,0,1
2026-01-12 16:00:00,91670.4,92298.0,91593.0,92110.1,11.8889601,0.00504650421833186,0.011748617373586567,91004.85714285714,91172.916,90857.01313131314,1.01214487766744,1.0102791930006934,91222.12239057042,91135.95669888296,591.0727319821107,91249.56,92495.57294814599,90003.54705185401,0.845317438827764,48.7549768643065,86.16569168746355,48.83894394152318,37.32674774594037,4.85589124125,2.4483579860696287,16,0,0
2026-01-12 17:00:00,92134.3,92294.0,91001.8,91518.6,10.54132002,-0.006421662770966452,0.005871336185104381,91167.57142857143,91192.04,90871.84343434343,1.0038503665933844,1.0035810143078279,91267.73433104638,91164.30709429353,593.5015636159154,91286.92,92517.27591016759,90056.5640898324,0.5941516182778565,47.09477579360954,103.42723675284651,59.75660250408636,43.67063424876015,5.239808455833333,2.0117758328101942,17,0,1
2026-01-12 18:00:00,91535.9,91936.2,91432.6,91695.2,6.9932946,0.001929662385569575,0.008958968321211236,91321.12857142856,91220.47200000001,90880.74848484847,1.004096219948474,1.0052041826751346,91333.49828080388,91203.6407770267,597.688607064363,91343.935,92536.56671935017,90151.30328064982,0.6472646560965996,44.87143383228992,129.85750377718068,73.77678275901188,56.0807210181688,5.298207625,1.3199359283319894,18,0,1
2026-01-12 19:00:00,91695.2,91868.8,91438.5,91868.1,9.55427214,0.0018855948839198167,0.012656539524404264,91475.3142857143,91259.95599999999,90890.52727272728,1.0042938984943948,1.0066638647075397,91415.74469986951,91252.86957676473,600.6432971093309,91388.035,92590.14422925198,90185.92577074803,0.6996761144154627,47.44920611429429,162.87512310477905,91.59645082847712,71.27867227630193,5.6561296770833325,1.6891890188993692,19,0,0
2026-01-12 20:00:00,91859.4,92030.1,91425.6,91470.1,5.30255811,-0.004332298153548408,0.008425030786310517,91596.1142857143,91289.964,90891.55151515151,0.9986242398305105,1.0019732289520893,91424.10705379835,91268.96362461818,588.890666755176,91399.86000000002,92600.22435065192,90199.49564934811,0.5292577832563273,46.178062179790544,155.14342918017064,104.30584649899373,50.83758268117691,5.617538137083333,0.9439291697898694,20,0,0
